tweet_id,favorites,retweets,user_followers,user_favourites,date_time
892420643555336193,37884,8272,7769767,141082,2017-08-01 16:23:56
892177421306343426,32545,6112,7769767,141082,2017-08-01 00:17:27
891815181378084864,24509,4049,7769767,141082,2017-07-31 00:18:03
891689557279858688,41236,8418,7769767,141082,2017-07-30 15:58:51
891327558926688256,39403,9116,7769767,141082,2017-07-29 16:00:24
891087950875897856,19813,3031,7769767,141082,2017-07-29 00:08:17
890971913173991426,11581,2006,7769767,141082,2017-07-28 16:27:12
890729181411237888,63915,18360,7769767,141082,2017-07-28 00:22:40
890609185150312448,27223,4166,7769767,141082,2017-07-27 16:25:51
890240255349198849,31223,7184,7769767,141082,2017-07-26 15:59:51
890006608113172480,30007,7135,7769767,141082,2017-07-26 00:31:25
889880896479866881,27208,4841,7769767,141082,2017-07-25 16:11:53
889665388333682689,47066,9772,7769767,141082,2017-07-25 01:55:32
889638837579907072,26549,4405,7769767,141082,2017-07-25 00:10:02
889531135344209921,14791,2189,7769767,141082,2017-07-24 17:02:04
889278841981685760,24689,5222,7769767,141082,2017-07-24 00:19:32
888917238123831296,28490,4386,7769767,141082,2017-07-23 00:22:39
888804989199671297,25018,4173,7769767,141082,2017-07-22 16:56:37
888554962724278272,19390,3448,7769767,141082,2017-07-22 00:23:06
888078434458587136,21285,3401,7769767,141082,2017-07-20 16:49:33
